id_transacao;escore_risco;desfecho;valor;cliente
TX-101240;580;aprovada;120,08;CLI-02175
TX-101241;456;aprovada;264,71;CLI-00078
TX-101242;594;0;1.314,52;CLI-01989
TX-101243;602;0;740,73;CLI-00380
TX-101244;534;aprovada;87,53;CLI-02165
TX-101245;493;aprovada;339,82;CLI-02981
TX-101246;545;aprovada;493,52;CLI-00517
TX-101247;386;0;350,12;CLI-00252
TX-101248;853;aprovada;306,56;CLI-00568
TX-101249;467;0;181,49;CLI-02701
TX-101250;552;0;336,21;CLI-02702
TX-101251;295;0;1.164,33;CLI-02179
TX-101252;338;aprovada;244,25;CLI-01183
TX-101253;433;aprovada;1.188,06;CLI-02738
TX-101254;669;0;580,49;CLI-00768
TX-101255;407;0;283,22;CLI-02163
TX-101256;225;aprovada;157,09;CLI-00355
TX-101257;437;aprovada;108,03;CLI-02762
TX-101258;342;aprovada;834,67;CLI-01110
TX-101259;288;aprovada;302,08;CLI-02131
TX-101260;615;aprovada;207,58;CLI-01274
TX-101261;561;aprovada;744,77;CLI-01347
TX-101262;366;aprovada;510,73;CLI-00827
TX-101263;345;0;457,81;CLI-02467
TX-101264;431;0;136,79;CLI-02989
TX-101265;443;1;668,19;CLI-02132
TX-101266;396;0;80,13;CLI-01238
TX-101267;310;aprovada;374,38;CLI-00801
TX-101268;675;0;4.509,68;CLI-01866
TX-101269;598;0;374,97;CLI-00887
TX-101270;602;aprovada;1.557,50;CLI-02870
TX-101271;428;aprovada;1.095,84;CLI-00006
TX-101272;392;aprovada;93,95;CLI-00449
TX-101273;609;0;83,14;CLI-01509
TX-101274;427;aprovada;1.652,31;CLI-01380
TX-101275;423;aprovada;534,23;CLI-02440
TX-101276;641;aprovada;1.212,28;CLI-02921
TX-101277;626;aprovada;140,95;CLI-01752
TX-101278;884;aprovada;640,41;CLI-01717
TX-101279;695;0;137,38;CLI-02889
TX-101280;716;0;2.215,41;CLI-02616
TX-101281;497;aprovada;277,04;CLI-02329
TX-101282;483;aprovada;126,52;CLI-02490
TX-101283;611;aprovada;360,27;CLI-01778
TX-101284;457;0;97,07;CLI-02649
TX-101285;573;aprovada;761,26;CLI-00633
TX-101286;255;aprovada;1.440,21;CLI-02635
TX-101287;296;aprovada;761,04;CLI-01458
TX-101288;636;0;56,22;CLI-01626
TX-101289;527;0;233,75;CLI-01100
TX-101290;463;aprovada;1.164,06;CLI-02785
TX-101291;707;0;609,33;CLI-02683
TX-101292;597;aprovada;459,17;CLI-00145
TX-101293;410;aprovada;301,13;CLI-00289
TX-101294;281;aprovada;438,06;CLI-02840
TX-101295;647;0;210,37;CLI-00669
TX-101296;611;0;296,05;CLI-02305
TX-101297;523;0;541,95;CLI-00140
TX-101298;666;0;335,43;CLI-00977
TX-101299;644;aprovada;574,88;CLI-00394
TX-101300;841;aprovada;575,81;CLI-02773
TX-101301;446;aprovada;126,51;CLI-00400
TX-101302;461;0;365,64;CLI-01941
TX-101303;532;aprovada;617,31;CLI-00231
TX-101304;741;aprovada;252,46;CLI-02339
TX-101305;262;aprovada;419,77;CLI-01610
TX-101306;453;0;951,96;CLI-00799
TX-101307;518;0;319,46;CLI-01199
TX-101308;507;0;274,94;CLI-01583
TX-101309;722;0;80,79;CLI-01851
TX-101310;535;aprovada;1.259,79;CLI-01619
TX-101311;327;aprovada;745,30;CLI-02276
TX-101312;771;aprovada;1.068,08;CLI-00366
TX-101313;373;aprovada;19,00;CLI-01536
TX-101314;670;0;122,75;CLI-01104
TX-101315;564;0;420,72;CLI-02851
TX-101316;600;0;547,21;CLI-00452
TX-101317;489;aprovada;64,70;CLI-02739
TX-101318;833;0;548,12;CLI-02120
TX-101319;266;aprovada;49,44;CLI-02766
TX-101320;270;0;551,64;CLI-01762
TX-101321;395;aprovada;101,80;CLI-00741
TX-101322;226;0;948,31;CLI-02350
TX-101323;574;0;397,48;CLI-00053
TX-101324;501;0;441,80;CLI-01455
TX-101325;621;aprovada;377,35;CLI-01013
TX-101326;583;aprovada;164,40;CLI-00205
TX-101327;410;aprovada;1.146,84;CLI-00285
TX-101328;436;aprovada;2.951,63;CLI-02880
TX-101329;508;0;277,74;CLI-00416
TX-101330;358;aprovada;262,47;CLI-01200
TX-101331;508;0;116,92;CLI-01992
TX-101332;397;aprovada;1.538,44;CLI-02282
TX-101333;489;aprovada;1.021,62;CLI-00776
TX-101334;613;aprovada;250,21;CLI-02837
TX-101335;573;aprovada;84,81;CLI-02371
TX-101336;650;aprovada;302,43;CLI-00115
TX-101337;520;0;576,70;CLI-01687
TX-101338;619;aprovada;395,71;CLI-02189
TX-101339;620;0;729,63;CLI-00704
TX-101340;258;0;690,36;CLI-02131
TX-101341;713;aprovada;1.563,42;CLI-00430
TX-101342;376;0;815,82;CLI-01668
TX-101343;771;0;237,11;CLI-01222
TX-101344;661;0;141,37;CLI-00645
TX-101345;505;0;123,44;CLI-00354
TX-101346;462;aprovada;256,39;CLI-00760
TX-101347;836;aprovada;596,23;CLI-02661
TX-101348;368;aprovada;1.690,44;CLI-00215
TX-101349;497;aprovada;78,92;CLI-01343
TX-101350;595;aprovada;236,59;CLI-00904
TX-101351;478;0;864,96;CLI-02410
TX-101352;300;aprovada;628,39;CLI-00241
TX-101353;542;aprovada;922,19;CLI-00441
TX-101354;440;aprovada;418,02;CLI-02894
TX-101355;205;aprovada;398,37;CLI-00744
TX-101356;520;0;124,01;CLI-02697
TX-101357;375;aprovada;305,14;CLI-02837
TX-101358;189;0;342,50;CLI-00640
TX-101359;452;aprovada;696,86;CLI-01423
TX-101360;334;aprovada;370,87;CLI-00735
TX-101361;597;aprovada;197,93;CLI-02153
TX-101362;480;0;542,44;CLI-01140
TX-101363;230;aprovada;190,61;CLI-01002
TX-101364;503;aprovada;481,68;CLI-02155
TX-101365;657;aprovada;55,96;CLI-00626
TX-101366;500;aprovada;183,07;CLI-02476
TX-101367;172;aprovada;226,22;CLI-00166
TX-101368;305;aprovada;2.538,75;CLI-00727
TX-101369;589;aprovada;325,36;CLI-01233
TX-101370;318;0;471,37;CLI-02072
TX-101371;679;0;702,15;CLI-00179
TX-101372;574;0;804,58;CLI-01311
TX-101373;854;chargeback;211,95;CLI-02346
TX-101374;365;0;195,32;CLI-02220
TX-101375;319;aprovada;60,25;CLI-02944
TX-101376;630;0;553,11;CLI-02090
TX-101377;413;0;380,03;CLI-00477
TX-101378;646;aprovada;370,56;CLI-01179
TX-101379;309;0;46,64;CLI-00008
TX-101380;316;0;977,66;CLI-00829
TX-101381;681;aprovada;989,27;CLI-02761
TX-101382;282;aprovada;180,09;CLI-00046
TX-101383;387;0;111,24;CLI-00213
TX-101384;502;1;214,70;CLI-00484
TX-101385;494;aprovada;288,90;CLI-01717
TX-101386;802;aprovada;480,97;CLI-00382
TX-101387;679;aprovada;302,62;CLI-00598
TX-101388;538;aprovada;171,80;CLI-02850
TX-101389;582;aprovada;308,27;CLI-01071
TX-101390;437;aprovada;750,22;CLI-01880
TX-101391;459;0;589,16;CLI-00794
TX-101392;602;aprovada;493,88;CLI-00801
TX-101393;402;0;99,68;CLI-00898
TX-101394;306;aprovada;684,07;CLI-00509
TX-101395;402;aprovada;2.812,55;CLI-02090
TX-101396;490;aprovada;140,40;CLI-00628
TX-101397;367;aprovada;217,89;CLI-00227
TX-101398;391;0;495,84;CLI-02984
TX-101399;352;aprovada;358,19;CLI-01406
TX-101400;285;aprovada;72,29;CLI-01177
TX-101401;501;aprovada;244,08;CLI-01654
TX-101402;341;0;460,70;CLI-02855
TX-101403;558;1;1.548,72;CLI-02495
TX-101404;411;aprovada;401,77;CLI-00518
TX-101405;304;aprovada;303,14;CLI-00037
TX-101406;681;aprovada;756,59;CLI-01241
TX-101407;834;aprovada;1.882,09;CLI-02200
TX-101408;660;0;215,86;CLI-00785
TX-101409;673;0;988,24;CLI-01707
TX-101410;464;aprovada;87,80;CLI-02160
TX-101411;697;1;906,29;CLI-00610
TX-101412;346;aprovada;2.325,38;CLI-01487
TX-101413;408;aprovada;278,48;CLI-00152
TX-101414;692;0;222,81;CLI-01002
TX-101415;567;0;189,33;CLI-02601
TX-101416;826;0;802,59;CLI-00065
TX-101417;493;0;249,48;CLI-01386
TX-101418;776;0;503,28;CLI-01097
TX-101419;482;0;93,53;CLI-01558
TX-101420;469;aprovada;31,24;CLI-02305
TX-101421;580;aprovada;809,70;CLI-00875
TX-101422;421;aprovada;57,03;CLI-00929
TX-101423;507;0;957,44;CLI-01956
TX-101424;486;aprovada;430,81;CLI-00833
TX-101425;506;0;151,74;CLI-02105
TX-101426;456;aprovada;180,07;CLI-00960
TX-101427;449;aprovada;83,34;CLI-02838
TX-101428;614;aprovada;718,81;CLI-02398
TX-101429;594;0;148,05;CLI-02997
TX-101430;728;0;105,72;CLI-01301
TX-101431;463;0;1.509,23;CLI-00783
TX-101432;564;aprovada;344,66;CLI-00968
TX-101433;345;aprovada;206,33;CLI-02074
TX-101434;527;aprovada;306,76;CLI-00627
TX-101435;213;aprovada;551,92;CLI-00467
TX-101436;258;aprovada;154,76;CLI-00422
TX-101437;509;0;122,46;CLI-01035
TX-101438;707;aprovada;256,93;CLI-00265
TX-101439;522;aprovada;349,41;CLI-01686
TX-101440;525;aprovada;401,64;CLI-01755
TX-101441;450;0;151,21;CLI-00350
TX-101442;434;aprovada;852,24;CLI-00742
TX-101443;522;0;414,61;CLI-01877
TX-101444;290;0;2.917,16;CLI-01069
TX-101445;369;0;349,55;CLI-01860
TX-101446;554;aprovada;1.029,41;CLI-00186
TX-101447;321;0;417,63;CLI-02720
TX-101448;625;aprovada;886,39;CLI-00958
TX-101449;768;aprovada;245,88;CLI-02832
TX-101450;635;aprovada;375,87;CLI-02148
TX-101451;510;0;305,22;CLI-00452
TX-101452;618;0;78,74;CLI-02077
TX-101453;450;aprovada;754,49;CLI-02725
TX-101454;802;aprovada;367,32;CLI-01682
TX-101455;670;0;1.343,14;CLI-00313
TX-101456;589;0;97,09;CLI-02382
TX-101457;476;0;316,47;CLI-00807
TX-101458;562;0;375,53;CLI-01412
TX-101459;437;aprovada;514,09;CLI-00174
TX-101460;356;0;646,69;CLI-00983
TX-101461;594;0;723,90;CLI-01904
TX-101462;563;aprovada;95,60;CLI-02268
TX-101463;420;aprovada;392,94;CLI-02678
TX-101464;471;0;103,44;CLI-00817
TX-101465;249;aprovada;180,83;CLI-00909
TX-101466;471;0;275,29;CLI-01701
TX-101467;757;aprovada;289,70;CLI-02208
TX-101468;465;aprovada;1.715,64;CLI-00712
TX-101469;696;0;456,57;CLI-00934
TX-101470;361;aprovada;249,71;CLI-01564
TX-101471;624;aprovada;1.607,28;CLI-02560
TX-101472;781;1;397,15;CLI-01282
TX-101473;328;0;56,45;CLI-00052
TX-101474;640;aprovada;146,61;CLI-00910
TX-101475;509;aprovada;52,01;CLI-00399
TX-101476;528;0;179,60;CLI-01499
TX-101477;503;aprovada;555,06;CLI-01296
TX-101478;747;0;397,25;CLI-00435
TX-101479;675;0;259,89;CLI-01543
TX-101480;631;0;129,22;CLI-01455
TX-101481;473;aprovada;225,14;CLI-01356
TX-101482;454;aprovada;1.355,27;CLI-01187
TX-101483;620;aprovada;952,10;CLI-00122
TX-101484;464;0;75,13;CLI-01477
TX-101485;511;aprovada;514,86;CLI-01502
TX-101486;576;0;365,31;CLI-01965
TX-101487;227;0;50,18;CLI-00220
TX-101488;474;0;1.710,12;CLI-01244
TX-101489;478;aprovada;220,24;CLI-02094
TX-101490;611;aprovada;197,23;CLI-01359
TX-101491;691;aprovada;415,90;CLI-01925
TX-101492;438;0;524,75;CLI-00101
TX-101493;430;aprovada;1.172,39;CLI-00688
TX-101494;598;aprovada;479,60;CLI-00548
TX-101495;533;aprovada;3.924,34;CLI-01318
TX-101496;690;0;841,93;CLI-02017
TX-101497;508;aprovada;333,73;CLI-02334
TX-101498;269;0;109,67;CLI-00318
TX-101499;454;aprovada;1.059,47;CLI-02927
TX-101500;387;aprovada;83,41;CLI-01053
TX-101501;499;aprovada;499,16;CLI-00981
TX-101502;510;0;1.310,31;CLI-02969
TX-101503;570;aprovada;172,55;CLI-00379
TX-101504;708;0;437,06;CLI-01683
TX-101505;659;0;426,33;CLI-02120
TX-101506;445;aprovada;270,89;CLI-00940
TX-101507;650;aprovada;601,43;CLI-02049
TX-101508;525;0;519,86;CLI-02378
TX-101509;673;0;68,98;CLI-00589
TX-101510;559;0;1.011,78;CLI-00959
TX-101511;504;0;664,04;CLI-01394
TX-101512;555;aprovada;979,77;CLI-01992
TX-101513;473;aprovada;225,12;CLI-00542
TX-101514;661;aprovada;516,20;CLI-02149
TX-101515;412;0;112,94;CLI-02553
TX-101516;592;0;212,61;CLI-00042
TX-101517;767;aprovada;237,65;CLI-02950
TX-101518;436;0;299,54;CLI-00000
TX-101519;576;0;685,49;CLI-01379
TX-101520;352;0;545,85;CLI-02245
TX-101521;457;aprovada;186,17;CLI-02106
TX-101522;355;aprovada;132,27;CLI-01827
TX-101523;507;0;730,14;CLI-01156
TX-101524;456;0;133,92;CLI-00779
TX-101525;571;0;205,71;CLI-00548
TX-101526;720;0;103,42;CLI-01538
TX-101527;438;aprovada;75,26;CLI-00632
TX-101528;763;aprovada;218,65;CLI-01518
TX-101529;214;0;339,91;CLI-00367
TX-101530;708;aprovada;254,86;CLI-02572
TX-101531;312;0;379,85;CLI-00114
TX-101532;402;aprovada;394,59;CLI-02195
TX-101533;299;aprovada;723,78;CLI-02709
TX-101534;343;aprovada;632,89;CLI-01818
TX-101535;306;aprovada;636,41;CLI-02802
TX-101536;542;0;402,78;CLI-01066
TX-101537;294;aprovada;326,20;CLI-01775
TX-101538;607;0;261,38;CLI-02234
TX-101539;688;aprovada;170,68;CLI-02719
TX-101540;439;aprovada;296,11;CLI-00816
TX-101541;339;0;255,16;CLI-00507
TX-101542;498;0;261,84;CLI-00513
TX-101543;384;0;245,02;CLI-00054
TX-101544;421;aprovada;573,69;CLI-00601
TX-101545;634;aprovada;161,50;CLI-02072
TX-101546;526;aprovada;670,51;CLI-01718
TX-101547;497;0;59,81;CLI-00367
TX-101548;582;0;414,92;CLI-01904
TX-101549;667;aprovada;1.664,62;CLI-02118
TX-101550;250;0;56,67;CLI-00898
TX-101551;400;0;694,43;CLI-00504
TX-101552;620;aprovada;290,67;CLI-02946
TX-101553;453;aprovada;330,66;CLI-02754
TX-101554;568;0;1.958,34;CLI-01787
TX-101555;336;0;675,12;CLI-00008
TX-101556;656;0;307,02;CLI-00123
TX-101557;733;aprovada;1.210,82;CLI-00724
TX-101558;425;aprovada;101,76;CLI-02936
TX-101559;488;aprovada;180,87;CLI-02570
TX-101560;491;0;556,28;CLI-00291
TX-101561;597;0;443,40;CLI-02022
TX-101562;515;aprovada;343,76;CLI-02349
TX-101563;345;0;557,65;CLI-01633
TX-101564;612;aprovada;530,40;CLI-00812
TX-101565;601;aprovada;239,16;CLI-02427
TX-101566;536;0;139,81;CLI-02960
TX-101567;350;0;890,50;CLI-00419
TX-101568;649;0;125,01;CLI-01896
TX-101569;640;0;409,23;CLI-00070
TX-101570;500;aprovada;202,88;CLI-01750
TX-101571;622;0;324,85;CLI-01753
TX-101572;475;aprovada;1.794,56;CLI-01822
TX-101573;492;aprovada;285,50;CLI-01410
TX-101574;351;aprovada;302,12;CLI-02002
TX-101575;823;aprovada;374,16;CLI-01682
TX-101576;458;0;1.106,31;CLI-01923
TX-101577;837;aprovada;787,84;CLI-02380
TX-101578;511;0;666,25;CLI-00663
TX-101579;686;aprovada;171,78;CLI-02076
TX-101580;852;0;63,46;CLI-02368
TX-101581;527;aprovada;334,99;CLI-02865
TX-101582;486;aprovada;498,34;CLI-01243
TX-101583;491;0;2.052,09;CLI-00850
TX-101584;532;0;147,11;CLI-01734
TX-101585;508;0;361,02;CLI-00437
TX-101586;488;aprovada;185,62;CLI-00690
TX-101587;551;aprovada;740,70;CLI-02298
TX-101588;432;aprovada;944,52;CLI-02820
TX-101589;518;0;522,47;CLI-01666
TX-101590;832;0;389,15;CLI-02103
TX-101591;611;0;469,96;CLI-01075
TX-101592;959;1;187,06;CLI-02783
TX-101593;343;aprovada;163,50;CLI-00167
TX-101594;270;0;478,29;CLI-02363
TX-101595;329;0;425,88;CLI-01161
TX-101596;711;chargeback;305,91;CLI-00061
TX-101597;547;0;1.465,10;CLI-02357
TX-101598;464;0;325,36;CLI-00245
TX-101599;711;aprovada;437,13;CLI-02700
TX-101600;491;aprovada;1.984,52;CLI-01918
TX-101601;499;0;1.389,92;CLI-01614
TX-101602;327;aprovada;205,82;CLI-02779
TX-101603;612;0;144,20;CLI-00270
TX-101604;738;0;2.128,18;CLI-00475
TX-101605;390;aprovada;856,60;CLI-01626
TX-101606;557;0;1.127,63;CLI-00272
TX-101607;601;0;4.558,18;CLI-02143
TX-101608;478;0;4.785,76;CLI-00774
TX-101609;745;aprovada;1.419,96;CLI-01242
TX-101610;560;aprovada;1.417,56;CLI-00869
TX-101611;560;aprovada;396,26;CLI-02007
TX-101612;286;0;238,14;CLI-00154
TX-101613;497;0;1.397,71;CLI-01123
TX-101614;337;aprovada;618,74;CLI-02588
TX-101615;350;aprovada;122,62;CLI-02369
TX-101616;618;aprovada;1.155,59;CLI-00446
TX-101617;577;aprovada;504,21;CLI-01391
TX-101618;303;0;255,42;CLI-00045
TX-101619;614;0;677,16;CLI-00864
TX-101620;190;0;875,50;CLI-02425
TX-101621;543;0;879,13;CLI-02068
TX-101622;431;0;673,76;CLI-02242
TX-101623;427;0;749,73;CLI-01923
TX-101624;441;aprovada;325,13;CLI-01822
TX-101625;434;aprovada;563,29;CLI-00110
TX-101626;316;0;172,13;CLI-02631
TX-101627;642;aprovada;2.557,32;CLI-00865
TX-101628;370;aprovada;133,80;CLI-00355
TX-101629;478;0;435,32;CLI-02996
TX-101630;495;0;883,59;CLI-00279
TX-101631;488;aprovada;887,99;CLI-02430
TX-101632;557;0;510,01;CLI-00477
TX-101633;639;aprovada;359,10;CLI-00209
TX-101634;566;aprovada;363,74;CLI-02223
TX-101635;294;aprovada;780,76;CLI-00404
TX-101636;494;0;222,64;CLI-01926
TX-101637;233;aprovada;2.789,40;CLI-00235
TX-101638;572;aprovada;617,79;CLI-00754
TX-101639;704;chargeback;154,93;CLI-01472
TX-101640;342;aprovada;1.501,93;CLI-00596
TX-101641;688;0;152,30;CLI-02724
TX-101642;593;aprovada;455,15;CLI-01397
TX-101643;491;0;80,02;CLI-02124
TX-101644;498;0;332,80;CLI-01794
TX-101645;396;aprovada;587,23;CLI-00198
TX-101646;582;aprovada;164,20;CLI-01446
TX-101647;481;0;356,97;CLI-00195
TX-101648;462;0;501,18;CLI-00374
TX-101649;309;0;571,16;CLI-02712
TX-101650;203;aprovada;130,10;CLI-00015
TX-101651;578;0;238,04;CLI-02143
TX-101652;422;0;358,71;CLI-02410
TX-101653;610;aprovada;173,64;CLI-00216
TX-101654;492;0;810,52;CLI-00049
TX-101655;486;aprovada;406,54;CLI-00757
TX-101656;489;0;391,69;CLI-01388
TX-101657;437;aprovada;155,38;CLI-01794
TX-101658;732;0;420,30;CLI-00590
TX-101659;600;0;472,89;CLI-00935
TX-101660;508;aprovada;819,45;CLI-00276
TX-101661;466;aprovada;827,97;CLI-00515
TX-101662;436;0;1.434,22;CLI-01580
TX-101663;593;0;782,17;CLI-02348
TX-101664;542;aprovada;1.984,82;CLI-02105
TX-101665;412;0;69,94;CLI-02983
TX-101666;494;0;303,56;CLI-01407
TX-101667;528;0;879,49;CLI-01597
TX-101668;387;aprovada;622,36;CLI-02179
TX-101669;402;aprovada;390,55;CLI-00720
TX-101670;285;aprovada;308,68;CLI-01032
TX-101671;461;aprovada;3.482,58;CLI-02830
TX-101672;677;0;264,26;CLI-00564
TX-101673;385;0;1.334,06;CLI-02219
TX-101674;642;aprovada;453,85;CLI-01376
TX-101675;337;aprovada;1.377,68;CLI-00242
TX-101676;543;aprovada;821,17;CLI-02145
TX-101677;484;0;209,13;CLI-01048
TX-101678;471;aprovada;162,18;CLI-01644
TX-101679;250;aprovada;2.989,20;CLI-00956
TX-101680;557;0;797,24;CLI-02035
TX-101681;590;0;2.150,57;CLI-00509
TX-101682;385;aprovada;897,75;CLI-01228
TX-101683;428;0;217,97;CLI-02304
TX-101684;662;0;1.647,66;CLI-02180
TX-101685;384;aprovada;95,30;CLI-01114
TX-101686;698;chargeback;537,28;CLI-00722
TX-101687;151;aprovada;308,14;CLI-01208
TX-101688;610;aprovada;311,26;CLI-00145
TX-101689;459;aprovada;1.167,01;CLI-00692
TX-101690;633;0;1.009,70;CLI-01464
TX-101691;719;0;242,16;CLI-00193
TX-101692;651;aprovada;175,48;CLI-00676
TX-101693;434;0;151,26;CLI-01158
TX-101694;502;0;390,99;CLI-02033
TX-101695;608;aprovada;149,55;CLI-01892
TX-101696;527;0;308,17;CLI-02816
TX-101697;396;aprovada;89,07;CLI-02560
TX-101698;240;aprovada;37,52;CLI-02333
TX-101699;605;aprovada;197,78;CLI-00080
TX-101700;694;0;189,92;CLI-01985
TX-101701;547;0;1.219,83;CLI-01758
TX-101702;586;aprovada;77,62;CLI-01050
TX-101703;652;0;811,34;CLI-00545
TX-101704;693;0;1.043,85;CLI-01384
TX-101705;427;0;912,41;CLI-01529
TX-101706;544;aprovada;346,45;CLI-00838
TX-101707;640;0;613,44;CLI-00810
TX-101708;698;0;518,03;CLI-00154
TX-101709;283;0;726,55;CLI-02140
TX-101710;0;0;72,36;CLI-01163
TX-101711;445;aprovada;781,37;CLI-01711
TX-101712;529;aprovada;399,09;CLI-02505
TX-101713;474;0;362,17;CLI-00427
TX-101714;436;aprovada;187,31;CLI-02099
TX-101715;480;0;231,36;CLI-02385
TX-101716;524;aprovada;155,53;CLI-02190
TX-101717;647;aprovada;6.199,02;CLI-02975
TX-101718;646;0;177,73;CLI-00596
TX-101719;769;0;208,86;CLI-00212
TX-101720;518;aprovada;280,11;CLI-01561
TX-101721;376;aprovada;843,65;CLI-00709
TX-101722;455;aprovada;642,41;CLI-00217
TX-101723;539;aprovada;480,82;CLI-02628
TX-101724;498;aprovada;4.462,72;CLI-01162
TX-101725;506;aprovada;292,74;CLI-00472
TX-101726;603;aprovada;534,00;CLI-01672
TX-101727;229;0;611,10;CLI-00890
TX-101728;578;0;136,30;CLI-02085
TX-101729;658;0;303,05;CLI-00213
TX-101730;342;0;565,94;CLI-01553
TX-101731;381;aprovada;119,06;CLI-00347
TX-101732;587;aprovada;263,66;CLI-01901
TX-101733;498;aprovada;117,16;CLI-00908
TX-101734;439;0;1.411,62;CLI-00247
TX-101735;827;aprovada;258,40;CLI-00657
TX-101736;636;aprovada;145,36;CLI-02413
TX-101737;326;0;386,43;CLI-02806
TX-101738;325;0;96,44;CLI-02331
TX-101739;568;aprovada;203,28;CLI-02659
TX-101740;430;aprovada;1.011,32;CLI-01544
TX-101741;367;aprovada;847,99;CLI-00276
TX-101742;639;0;3.122,13;CLI-02919
TX-101743;440;aprovada;304,31;CLI-01704
TX-101744;479;aprovada;105,14;CLI-02610
TX-101745;459;0;437,09;CLI-02213
TX-101746;551;0;510,11;CLI-01885
TX-101747;368;0;476,42;CLI-00676
TX-101748;639;0;140,44;CLI-02961
TX-101749;593;0;420,04;CLI-02526
TX-101750;475;aprovada;202,51;CLI-02828
TX-101751;477;0;82,83;CLI-02554
TX-101752;478;aprovada;223,40;CLI-00131
TX-101753;706;aprovada;482,67;CLI-01224
TX-101754;712;0;727,64;CLI-01709
TX-101755;496;0;271,61;CLI-00182
TX-101756;549;1;56,64;CLI-01330
TX-101757;645;aprovada;1.049,53;CLI-01110
TX-101758;528;0;482,30;CLI-02432
TX-101759;627;0;1.213,79;CLI-00800
TX-101760;510;aprovada;2.783,39;CLI-02036
TX-101761;253;0;203,93;CLI-01622
TX-101762;382;aprovada;825,16;CLI-01084
TX-101763;468;0;1.809,43;CLI-02750
TX-101764;642;aprovada;506,92;CLI-00744
TX-101765;416;aprovada;696,98;CLI-02327
TX-101766;453;0;1.340,79;CLI-00384
TX-101767;431;0;374,10;CLI-00487
TX-101768;559;0;97,62;CLI-01297
TX-101769;620;0;894,73;CLI-02557
TX-101770;456;aprovada;387,92;CLI-02412
TX-101771;591;aprovada;738,44;CLI-01890
TX-101772;733;1;121,16;CLI-00894
TX-101773;455;0;794,37;CLI-00523
TX-101774;446;aprovada;1.063,53;CLI-01997
TX-101775;553;0;74,37;CLI-00950
TX-101776;500;aprovada;97,80;CLI-02255
TX-101777;526;0;92,90;CLI-00088
TX-101778;513;aprovada;103,05;CLI-00607
TX-101779;451;aprovada;361,78;CLI-01992
TX-101780;428;aprovada;146,86;CLI-02240
TX-101781;517;0;717,54;CLI-01400
TX-101782;363;aprovada;108,49;CLI-01858
TX-101783;510;0;88,99;CLI-01061
TX-101784;803;aprovada;381,78;CLI-02669
TX-101785;401;0;191,27;CLI-02808
TX-101786;482;0;2.089,38;CLI-00001
TX-101787;289;aprovada;1.452,23;CLI-00015
TX-101788;310;0;569,77;CLI-00117
TX-101789;619;0;1.306,75;CLI-00999
TX-101790;459;aprovada;106,16;CLI-02276
TX-101791;288;aprovada;411,54;CLI-02970
TX-101792;237;0;36,96;CLI-02342
TX-101793;376;0;740,91;CLI-00686
TX-101794;408;0;35,98;CLI-02171
TX-101795;252;aprovada;896,58;CLI-02522
TX-101796;661;aprovada;106,05;CLI-00836
TX-101797;501;aprovada;182,13;CLI-01874
TX-101798;339;aprovada;484,61;CLI-02184
TX-101799;639;0;390,15;CLI-00395
TX-101800;414;aprovada;177,42;CLI-02207
TX-101801;448;aprovada;971,70;CLI-02203
TX-101802;554;0;54,76;CLI-02890
TX-101803;388;0;437,70;CLI-02474
TX-101804;680;aprovada;155,71;CLI-00463
TX-101805;382;0;83,85;CLI-03002
TX-101806;478;0;529,02;CLI-02836
TX-101807;562;0;779,63;CLI-00187
TX-101808;354;aprovada;889,19;CLI-00118
TX-101809;777;0;882,90;CLI-03004
TX-101810;434;aprovada;277,56;CLI-02108
TX-101811;353;0;1.672,15;CLI-01696
TX-101812;445;0;128,35;CLI-00903
TX-101813;524;0;85,24;CLI-00498
TX-101814;716;0;268,39;CLI-01934
TX-101815;397;0;174,61;CLI-01566
TX-101816;302;0;173,11;CLI-01093
TX-101817;405;0;584,76;CLI-02394
TX-101818;639;0;393,30;CLI-01539
TX-101819;582;aprovada;256,65;CLI-02513
TX-101820;348;0;453,93;CLI-00634
TX-101821;534;0;1.173,19;CLI-01302
TX-101822;554;0;1.967,44;CLI-00824
TX-101823;445;aprovada;930,44;CLI-01406
TX-101824;513;0;505,55;CLI-01795
TX-101825;584;aprovada;638,27;CLI-00117
TX-101826;444;aprovada;283,10;CLI-00372
TX-101827;559;0;749,31;CLI-00393
TX-101828;297;aprovada;2.110,00;CLI-02153
TX-101829;394;aprovada;867,44;CLI-01016
TX-101830;646;aprovada;201,71;CLI-02115
TX-101831;723;aprovada;1.539,40;CLI-01653
TX-101832;420;0;461,03;CLI-02413
TX-101833;582;0;1.087,12;CLI-00498
TX-101834;691;aprovada;89,73;CLI-02326
TX-101835;494;0;164,78;CLI-01483
TX-101836;496;aprovada;135,85;CLI-02869
TX-101837;440;0;424,26;CLI-00732
TX-101838;421;aprovada;617,74;CLI-00503
TX-101839;357;aprovada;1.122,28;CLI-02481
TX-101840;604;0;192,38;CLI-01310
TX-101841;320;aprovada;321,84;CLI-01575
TX-101842;525;aprovada;123,57;CLI-00260
TX-101843;478;0;483,29;CLI-00149
TX-101844;596;0;57,45;CLI-02633
TX-101845;459;aprovada;265,71;CLI-00164
TX-101846;307;aprovada;660,99;CLI-02690
TX-101847;474;0;325,73;CLI-00655
TX-101848;591;aprovada;406,49;CLI-02383
TX-101849;378;aprovada;177,79;CLI-01720
TX-101850;293;0;113,34;CLI-01019
